-8.6418,27.015,2.4467,-0.29195,0.42069,0.0011268,-0.047907,0.07845,-0.00069065,-6.72,15,3.77,24270,2,2,0
-8.0344,22.167,2.938,-0.30223,-0.2682,-0.071509,0.028679,-0.13726,-0.005191,-6.72,15,3.77,24459,2,2,0
-28.356,18.684,8.0668,0.20153,0.31415,-0.1201,0.034339,0.060694,-0.020895,-21.705,19,10.3,26553,1,2,0
-29.405,19.919,8.4833,0.32323,0.23579,0.1491,-0.01124,-0.027836,0.032816,-21.705,19,10.3,26805,1,2,1
-31.176,20.249,8.0489,0.048076,-0.025175,-0.019143,-0.088364,-0.037041,-0.035205,-24.12,21.5,9.585,26984,1,2,0
-28.264,22.538,8.9549,0.0036114,0.12576,-0.0012441,-0.0036264,0.02768,0.0092683,-24.12,21.5,9.585,27197,1,2,0
-30.293,21.683,8.2347,-0.10669,0.013894,-0.11735,-0.035817,-0.021813,-0.01772,-24.12,21.5,9.585,27361,1,2,0
-30.918,20.882,7.2942,-0.1685,-0.20515,-0.32637,-0.01147,-0.02115,-0.016743,-24.12,21.5,9.585,27523,1,2,1
-30.458,21.496,7.6885,0.0062673,-0.16672,-0.061895,0.050547,0.033534,0.04756,-26.755,19.25,8.655,27687,1,2,0
-33.653,21.174,6.9926,0.16795,-0.14512,0.089929,0.0059775,0.022193,0.0019838,-26.755,19.25,8.655,27827,1,2,0
-34.926,19.633,6.4296,0.093046,-0.17662,-0.11851,-0.047065,0.0071176,-0.036849,-26.755,19.25,8.655,28016,1,2,0
-0.64607,19.584,2.1695,0.05977,-1.0045,-0.027599,0.010713,-0.15909,-0.0054782,-0.865,25,1.71,12707,1,1,0
-0.67502,20.064,2.4394,0.022701,-0.51228,0.0026667,0.0096344,0.15849,0.0072137,-0.865,25,1.71,12884,1,1,0
0.92248,16.654,1.7612,0.1818,-0.1307,-0.014399,0.025574,0.052104,-0.013399,-0.865,25,1.71,13066,1,1,0
1.027,14.544,1.9592,0.099435,-0.11933,-0.030113,-0.02384,0.0013149,-0.00015338,-0.865,25,1.71,13241,1,1,0
0.70857,16.428,2.1986,-0.1674,0.12646,0.0040339,-0.030845,0.039275,0.013046,-0.865,25,1.71,13484,1,1,0
2.107,17.509,1.6903,-0.011279,0.28366,0.0032863,0.042228,-0.0043878,-0.0074269,-0.865,25,1.71,13659,1,1,0
2.1015,16.541,1.5343,0.20453,-0.10675,-0.019742,0.023515,-0.069998,-0.01028,-0.865,25,1.71,13826,1,1,0
1.1725,19.349,1.9346,0.025235,0.063595,0.00546,-0.033826,0.042587,0.0086811,-0.865,25,1.71,13973,1,1,0
2.5473,18.392,1.7733,0.0076608,-0.003578,0.0082966,0.006796,-0.025889,-0.0018814,-0.865,25,1.71,14218,1,1,0
2.9175,18.266,1.6194,0.084948,-0.15378,-0.02921,0.01361,-0.017275,-0.0081179,-0.865,25,1.71,14418,1,1,0
2.1646,20.526,1.8807,-0.077702,0.15498,-0.0025542,-0.019,0.05174,0.0092463,-0.865,25,1.71,14549,1,1,0
1.8008,22.056,1.7935,-0.20309,0.36162,0.012615,-0.00078045,0.00065065,0.0034753,-0.865,25,1.71,14680,1,1,0
1.179,17.845,1.8715,-0.15489,-0.49134,-0.022856,0.023773,-0.13453,-0.0041915,-0.865,25,1.71,14911,1,1,0
0.52902,17.531,1.9297,0.0057677,-0.73899,-0.034908,0.042228,0.029064,-0.0019374,-0.865,25,1.71,15100,1,1,0
0.073741,19.996,1.7432,0.064331,0.16392,0.010333,0.017048,0.1591,0.0017139,-0.865,25,1.71,15303,1,1,0
0.29478,14.974,1.6203,0.032301,-0.084814,-0.013808,-0.011371,-0.072979,-0.0067234,-0.865,25,1.71,15429,1,1,0
-5.3768,16.889,4.8595,0.036339,0.16695,-0.16445,0.006808,0.036159,-0.028286,-4.875,15.75,6.42,23039,1,1,0
-5.0809,16.262,5.1139,0.0085241,0.18026,-0.18688,-0.0065181,-0.017062,0.0098832,-4.875,15.75,6.42,23263,1,1,0
-4.7739,17.734,4.8825,0.025191,0.076493,-0.013806,0.010801,-0.01751,0.027971,-4.875,15.75,6.42,23459,1,1,0
-5.1252,17.582,4.6191,0.17566,-0.089142,0.061893,0.016118,-0.021484,-0.0016927,-4.875,15.75,6.42,23678,1,1,0
-6.6743,16.853,4.6422,-0.054279,-0.19791,-0.041186,-0.053967,7.7182e-05,-0.012414,-4.875,15.75,6.42,23809,1,1,0
-5.8661,18.417,5.5143,-0.27092,0.13578,0.030241,-0.0083819,0.05498,0.020963,-4.875,15.75,6.42,23971,1,1,1
-5.5603,17.218,5.5952,-0.045665,0.011323,0.14594,0.051007,-0.035401,0.0028534,-5.09,17.5,5.14,24157,1,1,0
-6.1937,18.553,4.3595,0.26704,0.086086,-0.11683,0.017331,0.010466,-0.056079,-5.09,17.5,5.14,24406,1,1,0
-4.973,17.45,5.4462,0.10492,-0.0094634,-0.083388,-0.040611,-0.016832,0.021446,-5.09,17.5,5.14,24532,1,1,0
-3.4867,16.475,5.0671,0.14421,-0.26719,0.0042561,0.0064852,-0.026797,0.0092698,-5.09,17.5,5.14,24731,1,1,0
-2.9404,17.039,4.2103,0.23944,-0.091595,-0.089097,-0.0032635,0.044485,-0.020951,-5.09,17.5,5.14,24910,1,1,0
-1.6109,15.541,4.2106,0.12993,-0.049691,-0.10616,-0.030036,0.0044469,0.0054606,-5.09,17.5,5.14,25090,1,1,0
-1.0858,16.52,3.3605,0.0030078,0.1107,-0.16205,-0.020938,0.021307,-0.00093302,-5.09,17.5,5.14,25291,1,1,0
-0.13209,16.953,3.7596,-0.024341,0.10027,0.029127,0.013356,-0.011546,0.033583,-5.09,17.5,5.14,25536,1,1,0
-2.3021,15.752,4.1067,-0.11007,-0.26428,0.16798,-0.0086388,-0.044725,0.012699,-5.09,17.5,5.14,25683,1,1,0
-2.2173,18.046,3.4346,0.0027668,0.066639,-0.016776,0.016093,0.061406,-0.039513,-5.09,17.5,5.14,25858,1,1,0
-12.961,16.625,7.5658,0.29151,0.40772,-0.064087,0.049337,0.076289,-0.01156,-15.855,20,10.325,19793,2,1,0
-18.435,13.439,9.1026,-0.58095,0.068022,0.055257,-0.1563,-0.064787,0.042517,-15.855,20,10.325,19947,2,1,1
-14.507,17.404,7.4477,-0.15611,0.10921,-0.078781,0.10862,0.0022149,-0.034824,-18.805,18,9.275,20119,2,1,0
-21.514,17.684,9.4875,-0.48737,0.15278,0.094617,-0.052259,0.014799,0.041626,-18.805,18,9.275,20339,2,1,1
-25.744,16.304,9.2319,-0.85235,-0.19406,0.014801,-0.024916,-0.048357,-0.0073184,-27.785,18.75,5.49,20490,2,1,0
-29.863,19.343,4.3525,-0.63657,0.29595,-0.9094,0.048196,0.069747,-0.1202,-27.785,18.75,5.49,20722,2,1,1
-18.347,19.483,1.7558,1.1986,0.3332,-0.77697,0.31342,-0.040777,0.026945,-21.65,22,1.77,20903,2,1,0
-34.022,23.359,1.9913,0.30296,0.13551,-0.069812,-0.22705,0.014487,0.13355,-21.65,22,1.77,21049,2,1,0
-5.1106,20.366,5.3742,0.099459,0.1645,-0.027412,0.017328,0.035752,-0.0054471,-5.24,16.65,5.525,19459,1,1,0
-5.0865,19.595,5.1952,0.11156,0.05988,0.028432,-0.010754,-0.028977,0.0049969,-5.24,16.65,5.525,19606,1,1,0
-4.9509,19.919,4.6139,0.052183,-0.056703,-0.11201,-0.022844,-0.015224,-0.021524,-5.24,16.65,5.525,19788,1,1,0
-2.8686,19.803,5.853,0.060894,-0.10449,0.098747,0.015418,0.0024985,0.035903,-5.24,16.65,5.525,19984,1,1,0
-3.9666,19.207,4.6907,0.12976,-0.14443,-0.003433,-0.0087907,0.0021951,-0.030847,-5.24,16.65,5.525,20164,1,1,0
-2.6671,18.457,4.3854,0.059449,-0.056517,-0.21134,-0.023545,0.016346,-0.021756,-5.24,16.65,5.525,20351,1,1,0
-1.3996,17.707,4.7654,-0.045411,-0.096704,-0.072769,-0.00095741,-0.0011033,0.035601,-5.24,16.65,5.525,20538,1,1,0
-2.9605,18.059,4.3236,-0.10158,-0.081538,0.02818,0.0019298,0.01296,0.011138,-5.24,16.65,5.525,20674,1,1,0
-4.0264,17.981,4.7534,-0.16413,-0.044221,0.10491,0.0024297,0.01023,0.0078852,-5.24,16.65,5.525,20811,1,1,0
-2.4486,15.673,3.7765,-0.05031,-0.26161,0.0098826,-0.0076336,-0.035267,0.00076865,-2.845,17.5,2.9,22497,1,1,0
-2.6678,16.23,2.9105,0.018625,-0.15912,-0.094142,0.012227,0.035523,-0.016683,-2.845,17.5,2.9,22685,1,1,0
-0.81183,15.339,2.7921,0.18986,-0.018122,-0.074297,0.027342,0.019955,0.0023268,-2.845,17.5,2.9,22812,1,1,0
-0.66667,14.316,2.6682,0.24823,-0.13468,0.015496,-0.0053504,-0.01345,0.0091783,-2.845,17.5,2.9,22993,1,1,0
-1.6557,14.073,2.8763,-0.059998,-0.13902,0.0085123,-0.057054,0.014351,0.0032801,-2.845,17.5,2.9,23180,1,1,0
0.019515,15.04,3.6211,-0.12819,0.073414,0.134,0.014509,0.031206,0.01822,-2.845,17.5,2.9,23393,1,1,0
-1.5644,15.211,3.6929,-0.13817,0.12932,0.1154,0.00034064,-0.0047967,-0.013317,-2.845,17.5,2.9,23561,1,1,0
-1.338,14.671,4.1245,-0.088092,-0.029449,0.033325,0.010433,-0.031548,-0.015293,-2.845,17.5,2.9,23769,1,1,0
-0.2458,14.978,4.641,0.11459,-0.075132,0.074811,0.03337,0.00069333,-0.00020391,-2.845,17.5,2.9,23918,1,1,0
